,country,type,lat,lon,cap,commissioned,decommissioned
13417,Germany,Solar,48.6619,11.9387,5.6,,
13418,Germany,Solar,49.8594,7.5919,28.5,,
13422,Germany,Solar,48.093,10.697,15.0,,
13423,Germany,Solar,48.7644,12.8953,1.6,,
13424,Germany,Solar,51.4698,13.602,3.1,,
13425,Germany,Solar,48.3711,13.3016,10.0,,
13426,Germany,Solar,48.3696,13.2931,12.0,,
13427,Germany,Solar,50.3156,7.3151,12.5,,
13428,Germany,Solar,49.911,6.6424,2.6,,
13430,Germany,Solar,53.318,13.883,15.7,,
13431,Germany,Solar,53.294,13.785,10.0,,
13432,Germany,Solar,51.6672,14.6475,10.2,,
13434,Germany,Solar,51.644,14.122,10.0,,
13435,Germany,Solar,48.1756,11.3434,1.1,,
13438,Germany,Solar,50.961,12.1774,5.7,,
13439,Germany,Solar,49.2849,11.4219,2.6,,
13440,Germany,Solar,49.881,10.1332,5.5,,
13441,Germany,Solar,54.2666,12.457,18.8,,
13442,Germany,Solar,49.3234,6.8779,4.9,,
13448,Germany,Solar,51.4292,12.3676,4.2,,
13452,Germany,Solar,53.4304,14.2864,9.0,,
13453,Germany,Solar,53.2171,12.2407,9.4,,
13454,Germany,Solar,53.4612,11.4296,6.0,,
13455,Germany,Solar,49.2706,8.6725,4.6,,
13456,Germany,Solar,51.3993,12.0801,7.1,,
13457,Germany,Solar,52.3449,12.5523,37.7,,
13458,Germany,Solar,49.7149,9.9205,8.0,,
13460,Germany,Solar,50.0695,10.8322,13.0,,
13461,Germany,Solar,49.7492,10.1044,8.3,,
13465,Germany,Solar,50.4633,10.6616,4.3,,
13467,Germany,Solar,54.5839,8.9157,2.7,,
13474,Germany,Solar,54.2505,12.5055,2.6,,
13475,Germany,Solar,49.6838,9.3871,14.3,,
13476,Germany,Solar,47.7438,8.9224,6.0,,
13477,Germany,Solar,49.8612,8.4595,1.9,,
13478,Germany,Solar,51.4195,11.2458,7.3,,
13479,Germany,Solar,51.3929,14.791,2.2,,
13480,Germany,Solar,49.6411,7.8412,1.8,,
13481,Germany,Solar,54.8925,8.6641,2.6,,
13482,Germany,Solar,50.5708,10.4902,4.7,,
13483,Germany,Solar,49.3169,8.9867,1.1,,
13484,Germany,Solar,51.5811,12.2448,12.7,,
13485,Germany,Solar,51.5697,12.2724,10.0,,
13486,Germany,Solar,50.8398,12.1799,19.9,,
13487,Germany,Solar,50.847,12.183,4.5,,
13488,Germany,Solar,50.873,12.199,9.5,,
13490,Germany,Solar,51.003,12.295,10.0,,
13491,Germany,Solar,51.1072,13.1916,4.6,,
13492,Germany,Solar,54.1731,12.0186,6.2,,
13494,Germany,Solar,51.5079,12.6807,13.2,,
13495,Germany,Solar,51.362,14.9512,37.0,,
13496,Germany,Solar,51.4493,11.5534,1.2,,
13498,Germany,Solar,51.4646,11.0559,6.0,,
13500,Germany,Solar,51.4552,13.8874,2.2,,
13501,Germany,Solar,50.901,11.976,7.6,,
13502,Germany,Solar,52.5004,13.7733,7.5,,
13503,Germany,Solar,51.639,12.1944,7.0,,
13510,Germany,Solar,48.8814,12.0587,2.6,,
13511,Germany,Solar,49.2128,7.1174,4.0,,
13512,Germany,Solar,51.515,14.323,10.0,,
13513,Germany,Solar,48.5237,13.1431,1.2,,
13514,Germany,Solar,52.2039,7.6185,5.7,,
13515,Germany,Solar,48.8137,12.5671,1.3,,
13516,Germany,Solar,48.1315,11.7225,1.0,,
13517,Germany,Solar,51.4781,11.3229,1.0,,
13518,Germany,Solar,49.4819,7.1247,3.3,,
13519,Germany,Solar,53.766,13.649,11.0,,
13520,Germany,Solar,52.2639,10.6887,8.7,,
13521,Germany,Solar,48.3888,9.6414,4.9,,
13523,Germany,Solar,48.8329,12.1775,2.4,,
13524,Germany,Solar,49.696,7.786,7.7,,
13525,Germany,Solar,51.488,13.875,10.0,,
13526,Germany,Solar,51.5103,13.8879,2.2,,
13528,Germany,Solar,47.6799,10.3928,8.2,,
13529,Germany,Solar,50.5497,11.7909,11.2,,
13530,Germany,Solar,50.4125,6.5483,3.1,,
13531,Germany,Solar,49.6779,7.8911,1.1,,
13534,Germany,Solar,48.1501,10.8514,10.0,,
13536,Germany,Solar,49.8417,10.2597,6.1,,
13538,Germany,Solar,51.4937,13.8424,12.73116,,
13539,Germany,Solar,49.1632,12.1093,6.2,,
13540,Germany,Solar,52.0627,7.9332,8.2,,
13541,Germany,Solar,49.2175,6.8196,3.8,,
13542,Germany,Solar,48.7657,12.5811,4.0,,
13544,Germany,Solar,54.162,9.962,8.2,,
13545,Germany,Solar,51.8214,13.2322,3.7,,
13546,Germany,Solar,52.54,14.345,10.0,,
13547,Germany,Solar,49.6337,10.1839,4.5,,
13548,Germany,Solar,49.316,10.8513,1.8,,
13549,Germany,Solar,50.1848,12.1347,4.1,,
13550,Germany,Solar,51.558,13.994,82.0,,
13551,Germany,Solar,51.5593,13.9878,18.0,,
13552,Germany,Solar,48.9171,12.2929,2.0,,
13553,Germany,Solar,51.531,11.931,6.0,,
13554,Germany,Solar,51.5352,11.9428,4.5,,
13555,Germany,Solar,51.0878,12.4796,5.2,,
13556,Germany,Solar,51.708,14.484,10.0,,
13558,Germany,Solar,51.488,12.197,9.5,,
13559,Germany,Solar,51.4896,12.1908,10.0,,
13561,Germany,Solar,48.7805,8.15,1.4,,
13562,Germany,Solar,51.5683,13.7377,81.0,,
13563,Germany,Solar,51.4582,11.735,28.344,,
13564,Germany,Solar,52.7213,13.4108,12.70439,,
13565,Germany,Solar,53.8184,11.8518,11.30404,,
13566,Germany,Solar,51.7743,14.1116,20.0044,,
13567,Germany,Solar,51.7519,13.9579,10.0515,,
13568,Germany,Solar,53.5403,10.5034,25.0,,
13569,Germany,Solar,51.7305,13.687,20.3862,,
13570,Germany,Solar,53.3366,12.2014,25.55914,,
13571,Germany,Solar,51.6609,14.6296,22.12467,,
13572,Germany,Solar,51.4333,11.7383,28.34412,,
13573,Germany,Solar,51.9321,14.4073,34.8,,
13574,Germany,Solar,53.2018,12.5187,68.0,,
13575,Germany,Solar,50.5342,8.4139,2.9,,
13576,Germany,Solar,51.3886,10.8492,4.1,,
13577,Germany,Solar,51.0538,9.923,1.1,,
13578,Germany,Solar,49.9831,6.6885,2.1,,
13583,Germany,Solar,51.537,14.389,3.6,,
13584,Germany,Solar,51.4726,12.7008,2.6,,
13585,Germany,Solar,52.537,11.623,13.5,,
13586,Germany,Solar,49.9992,11.1994,5.5,,
13587,Germany,Solar,48.3092,9.9753,4.5,,
13590,Germany,Solar,51.864,11.6055,5.0,,
13591,Germany,Solar,51.8684,11.5811,2.5,,
13592,Germany,Solar,48.271,12.3414,1.2,,
13595,Germany,Solar,49.9932,9.0579,2.5,,
13597,Germany,Solar,51.81,14.028,6.8,,
13599,Germany,Solar,48.8074,12.7586,54.0,,
13600,Germany,Solar,49.4287,12.1467,5.0,,
13601,Germany,Solar,49.0761,8.4578,1.2,,
13603,Germany,Solar,53.557,11.574,10.2,,
13604,Germany,Solar,54.1688,10.918,2.5,,
13606,Germany,Solar,54.718,9.622,8.4,,
13610,Germany,Solar,54.882,8.921,4.0,,
13611,Germany,Solar,53.515,11.422,9.8,,
13612,Germany,Solar,53.549,11.441,12.0,,
13613,Germany,Solar,51.5869,12.9251,4.8,,
13617,Germany,Solar,51.244,11.972,10.7,,
13619,Germany,Solar,48.6896,10.6935,1.3,,
13620,Germany,Solar,54.68,9.39,6.0,,
13621,Germany,Solar,51.3876,12.507,5.3,,
13622,Germany,Solar,53.0295,13.5425,128.4,,
13624,Germany,Solar,51.4734,11.7896,7.1,,
13626,Germany,Solar,48.5478,10.8974,5.0,,
13627,Germany,Solar,50.1981,10.3032,2.1,,
13629,Germany,Solar,49.9555,9.8545,18.0,,
13630,Germany,Solar,48.499,12.126,15.0,,
13632,Germany,Solar,51.5732,12.9833,8.9,,
13633,Germany,Solar,54.5022,9.2906,2.4,,
13638,Germany,Solar,49.854,6.78,8.4,,
13639,Germany,Solar,53.263,12.138,8.0,,
13640,Germany,Solar,50.366,11.975,10.0,,
13641,Germany,Solar,50.8067,7.1403,3.5,,
13643,Germany,Solar,53.926,13.222,42.2,,
13644,Germany,Solar,53.915,13.218,6.0,,
13645,Germany,Solar,53.9226,13.2531,6.8,,
13646,Germany,Solar,53.9214,13.2192,25.5,,
13647,Germany,Solar,53.915,13.2272,19.3,,
13648,Germany,Solar,49.544,12.328,4.6,,
13650,Germany,Solar,52.1634,13.557,4.8,,
13651,Germany,Solar,52.1671,13.565,4.1,,
13652,Germany,Solar,52.1667,13.5649,4.2,,
13658,Germany,Solar,48.355,9.8689,6.5,,
13661,Germany,Solar,48.6801,10.5418,1.5,,
13663,Germany,Solar,50.1422,11.5303,10.0,,
13664,Germany,Solar,47.79,10.323,5.9,,
13665,Germany,Solar,54.852,8.8939,3.8,,
13669,Germany,Solar,52.2491,11.497,6.2,,
13670,Germany,Solar,52.71,13.118,5.2,,
13671,Germany,Solar,49.6925,10.636,4.8,,
13672,Germany,Solar,50.659,10.5631,1.6,,
13673,Germany,Solar,49.6282,11.7526,10.0,,
13674,Germany,Solar,48.5979,13.1785,2.0,,
13675,Germany,Solar,54.5567,9.1691,4.0,,
13676,Germany,Solar,51.8499,12.3392,9.6,,
13677,Germany,Solar,48.073,7.6065,7.8,,
13679,Germany,Solar,51.4013,11.3351,3.7,,
13680,Germany,Solar,52.63,14.397,7.7,,
13684,Germany,Solar,51.6556,11.4809,2.5,,
13686,Germany,Solar,49.9474,7.8113,2.5,,
13687,Germany,Solar,49.7506,9.8011,5.0,,
13688,Germany,Solar,50.5174,8.1065,4.6,,
13691,Germany,Solar,51.3298,12.6595,42.9,,
13692,Germany,Solar,51.3289,12.6554,45.0,,
13693,Germany,Solar,51.332,12.6494,12.3,,
13694,Germany,Solar,51.7733,13.601,52.7,,
13696,Germany,Solar,51.4582,11.2152,5.4,,
13697,Germany,Solar,54.8445,8.6666,5.2,,
13698,Germany,Solar,52.049,11.46,4.3,,
13703,Germany,Solar,51.6055,6.1529,14.0,,
13704,Germany,Solar,52.3087,11.0523,4.5,,
13707,Germany,Solar,48.3797,11.2861,1.4,,
13708,Germany,Solar,50.994,11.3403,1.0,,
13709,Germany,Solar,49.524,6.805,10.0,,
13711,Germany,Solar,51.25,11.965,7.6,,
13712,Germany,Solar,51.5891,14.1413,18.6,,
13714,Germany,Solar,50.7144,12.3825,1.7,,
13718,Germany,Solar,52.634,13.7603,18.8,,
13719,Germany,Solar,52.6423,13.7523,2.2,,
13720,Germany,Solar,52.657,13.689,8.0,,
13721,Germany,Solar,52.6296,13.7553,4.0,,
13722,Germany,Solar,52.6449,13.756,4.0,,
13724,Germany,Solar,51.8119,8.5154,2.0,,
13725,Germany,Solar,51.8178,8.5236,1.0,,
13727,Germany,Solar,49.2283,8.3208,2.9,,
13728,Germany,Solar,49.4275,7.2159,4.1,,
13730,Germany,Solar,51.4507,12.1909,5.2,,
13747,Germany,Solar,53.8985,11.4851,8.6,,
13748,Germany,Solar,48.6965,12.9739,6.2,,
13749,Germany,Solar,53.0172,11.758,3.9,,
13750,Germany,Solar,53.196,12.518,10.0,,
13751,Germany,Solar,50.1174,11.7247,5.5,,
13753,Germany,Solar,53.627,13.227,5.5,,
13754,Germany,Solar,53.4596,13.5638,9.0,,
13755,Germany,Solar,51.8221,11.9222,2.7,,
13757,Germany,Solar,53.7619,13.6564,10.0,,
13758,Germany,Solar,52.5614,12.9516,3.0,,
13759,Germany,Solar,51.363,13.385,11.2,,
13760,Germany,Solar,50.3953,8.8275,5.3,,
13761,Germany,Solar,52.1844,13.476,7.8,,
13762,Germany,Solar,49.8289,8.1322,5.6,,
13765,Germany,Solar,53.3646,11.8763,5.5,,
13766,Germany,Solar,51.9172,12.7656,3.3,,
13767,Germany,Solar,51.3527,13.3284,12.0,,
13768,Germany,Solar,51.3324,13.3725,5.0,,
13769,Germany,Solar,51.362,13.344,10.0,,
13770,Germany,Solar,51.378,13.338,13.0,,
13771,Germany,Solar,51.3373,13.3587,8.5,,
13772,Germany,Solar,51.41,13.336,21.5,,
13775,Germany,Solar,51.999,12.136,37.8,,
13776,Germany,Solar,51.999,12.136,9.0,,
13777,Germany,Solar,51.999,12.136,24.9,,
13778,Germany,Solar,51.9955,12.1298,12.0,,
13779,Germany,Solar,51.5135,14.3889,8.0,,
13780,Germany,Solar,50.93,13.395,8.0,,
13783,Germany,Solar,51.6117,12.2819,8.5,,
13784,Germany,Solar,50.0486,11.3146,5.0,,
13785,Germany,Solar,51.352,12.1334,4.0,,
13786,Germany,Solar,51.4611,12.2528,3.8,,
13793,Greece,Solar,39.339,22.767,5.5,,
13796,Greece,Solar,37.0839,21.6301,4.9,,
13797,Greece,Solar,38.4091,21.3853,5.0,,
13798,Greece,Solar,37.4701,23.4181,1.5,,
13803,Greece,Solar,37.9245,23.9483,8.0,,
13805,Greece,Solar,40.86,22.6719,6.0,,
13810,Greece,Solar,38.2927,23.2604,2.0,,
13811,Greece,Solar,39.1001,22.3362,10.4,,
13812,Greece,Solar,41.182,24.061,5.0,,
13813,Greece,Solar,40.8227,21.5178,4.3,,
13816,Greece,Solar,40.947,24.427,8.7,,
13822,Greece,Solar,39.303,21.924,9.0,,
13823,Greece,Solar,40.5229,21.1389,6.0,,
13825,Greece,Solar,37.8842,21.256,4.9,,
13828,Greece,Solar,37.9603,21.3437,4.9,,
13829,Greece,Solar,37.9598,21.3475,4.9,,
13830,Greece,Solar,37.6502,22.6556,2.0,,
13835,Greece,Solar,38.1311,21.4468,4.8,,
13839,Greece,Solar,41.0576,24.8927,1.9,,
13842,Greece,Solar,40.56,23.35,5.0,,
13844,Greece,Solar,40.325,21.815,6.0,,
13845,Greece,Solar,40.6597,22.1893,7.0,,
13846,Greece,Solar,40.6499,22.1916,7.0,,
13848,Greece,Solar,37.9185,21.426,9.0,,
13849,Greece,Solar,39.1248,20.7217,1.9,,
13850,Greece,Solar,39.0955,22.2149,4.0,,
13855,Greece,Solar,39.3473,22.4052,10.0,,
13858,Greece,Solar,38.9828,20.7336,4.0,,
13862,Greece,Solar,37.7252,21.4457,1.7,,
13863,Greece,Solar,38.3784,23.3371,7.5,,
13864,Greece,Solar,41.1163,25.0966,4.5,,
13866,Greece,Solar,36.864,22.637,6.0,,
13867,Greece,Solar,36.866,22.6334,23.0,,
13871,Greece,Solar,37.9009,21.2364,6.4,,
13879,Greece,Solar,38.3739,23.3613,5.0,,
13880,Greece,Solar,37.5116,22.4181,2.0,,
13881,Greece,Solar,39.3675,22.8825,2.0,,
13882,Greece,Solar,36.9545,22.4902,6.0,,
14016,Hungary,Solar,47.894,20.707,20.0,,
14018,Hungary,Solar,47.333,18.906,21.0,,
14027,Hungary,Solar,46.59,18.85,20.6,,
14029,Hungary,Solar,46.06,18.257,7.0,,
14031,Hungary,Solar,47.802,20.059,16.0,,
2027,Italy,Solar,37.158,15.184,13.0,,
1322,Italy,Solar,38.824,16.421,23.0,,
1713,Italy,Solar,38.824,16.421,14.0,,
1539,Italy,Solar,39.413,8.968,20.0,,
2080,Italy,Solar,40.457,17.9,14.0,,
2091,Italy,Solar,40.553,14.209,15.0,,
2197,Italy,Solar,40.804,8.264,29.0,,
1311,Italy,Solar,40.929,14.203,19.0,,
2303,Italy,Solar,41.223,15.386,12.0,,
1785,Italy,Solar,41.34,15.26,13.0,,
2105,Italy,Solar,41.418,12.849,11.0,,
1372,Italy,Solar,41.675,12.698,22.0,,
1648,Italy,Solar,43.374,12.258,24.0,,
2095,Italy,Solar,43.499,11.663,23.0,,
1639,Italy,Solar,44.394,8.495,11.0,,
2033,Italy,Solar,44.506,12.043,31.0,,
1425,Italy,Solar,44.506,12.043,25.0,,
1885,Italy,Solar,44.53,12.155,27.0,,
1646,Italy,Solar,44.53,12.155,24.0,,
1946,Italy,Solar,44.718,11.53,10.0,,
1626,Italy,Solar,44.827,11.577,12.0,,
1653,Italy,Solar,44.833,11.679,10.0,,
1750,Italy,Solar,44.992,9.019,48.0,,
1295,Italy,Solar,45.062,12.186,12.0,,
2039,Italy,Solar,45.07,11.79,65.0,,
17685,Netherlands,Solar,53.4503,5.6734,6.0,,
17686,Netherlands,Solar,52.737,5.229,15.0,,
17689,Netherlands,Solar,51.236,5.615,43.9,,
17695,Netherlands,Solar,53.3,6.958,30.0,,
17709,Netherlands,Solar,52.3,4.716,15.0,,
17725,Netherlands,Solar,50.989,5.801,4.0,,
17732,Netherlands,Solar,51.687,4.546,20.0,,
17741,Netherlands,Solar,51.405,4.243,11.7,,
17742,Netherlands,Solar,53.334,6.415,11.3,,
17744,Netherlands,Solar,51.481,3.71,54.5,,
17745,Netherlands,Solar,17.505,-62.98,4.1,,
17749,Netherlands,Solar,53.11,6.935,15.5,,
17754,Netherlands,Solar,51.64,3.99,14.1,,
18518,Poland,Solar,51.8469,23.1633,1.0,2014.0,
18519,Poland,Solar,50.2408,23.1267,2.0,2015.0,
18520,Poland,Solar,52.9366,18.9595,4.0,2015.0,
18521,Poland,Solar,54.3363,18.7532,2.0,2014.0,
18522,Poland,Solar,51.9201,14.7294,2.0,2014.0,
18523,Poland,Solar,53.3908,21.9149,2.0,2015.0,
18524,Poland,Solar,51.4147,17.9359,2.0,2015.0,
18525,Poland,Solar,50.0422,20.8531,1.0,2011.0,
18526,Poland,Solar,53.0044,22.1448,1.0,2018.0,
18627,Portugal,Solar,38.4916,-8.8113,2.2,2016.0,
18630,Portugal,Solar,38.7086,-8.625,2.0,2013.0,
18631,Portugal,Solar,38.7086,-8.625,2.0,2013.0,
18634,Portugal,Solar,38.8601,-9.2724,2.0,2013.0,
18636,Portugal,Solar,37.5229,-8.0582,1.1,,
18659,Portugal,Solar,38.1861,-7.2161,45.8,2008.0,
18668,Portugal,Solar,37.1647,-8.2737,14.0,2012.0,
18676,Portugal,Solar,38.5335,-7.9155,1.3,2014.0,
18704,Portugal,Solar,38.6185,-8.4608,12.0,2014.0,
18711,Portugal,Solar,38.8813,-7.6456,5.0,2016.0,
18716,Portugal,Solar,38.7288,-8.5946,12.0,2014.0,
18718,Portugal,Solar,32.7518,-16.7512,6.6,2010.0,
18726,Portugal,Solar,39.5787,-8.4057,2.3,2014.0,
18728,Portugal,Solar,37.5801,-7.8393,1.3,2010.0,
18750,Portugal,Solar,40.1172,-8.5399,2.4,,
18751,Portugal,Solar,38.9188,-8.6193,2.0,2014.0,
18752,Portugal,Solar,38.9188,-8.6193,2.0,2014.0,
18753,Portugal,Solar,38.9188,-8.6193,2.0,2014.0,
18754,Portugal,Solar,38.9188,-8.6193,2.0,2014.0,
18755,Portugal,Solar,38.9277,-8.5202,8.0,2014.0,
18763,Portugal,Solar,38.5503,-7.8471,5.0,2015.0,
18769,Portugal,Solar,40.8262,-8.557,2.48,2014.0,
18770,Portugal,Solar,37.0764,-7.8545,1.0,2013.0,
18771,Portugal,Solar,37.0772,-7.8597,1.0,,
18772,Portugal,Solar,37.0773,-7.8572,1.0,2014.0,
18777,Portugal,Solar,38.8747,-9.1097,2.0,2014.0,
18780,Portugal,Solar,38.0347,-8.1297,12.0,2009.0,
18781,Portugal,Solar,38.0543,-8.1368,10.0,2009.0,
18782,Portugal,Solar,37.1215,-8.266,6.0,2012.0,
18784,Portugal,Solar,38.6125,-8.4424,2.0,2013.0,
18796,Portugal,Solar,38.8821,-9.1416,2.0,2013.0,
18806,Portugal,Solar,38.5074,-7.8998,5.0,2015.0,
18810,Portugal,Solar,37.6063,-8.0874,2.2,2008.0,
18817,Portugal,Solar,37.1098,-8.6966,2.3,2015.0,
18825,Portugal,Solar,32.744,-17.1115,7.2,2012.0,
18830,Portugal,Solar,38.872,-9.1088,5.9,,
18836,Portugal,Solar,37.4428,-7.7474,1.2,2014.0,
18837,Portugal,Solar,38.8679,-9.1072,6.0,2009.0,
18841,Portugal,Solar,38.0929,-8.1998,1.0,2010.0,
18842,Portugal,Solar,38.0929,-8.1998,9.0,2012.0,
18846,Portugal,Solar,38.8606,-9.1815,2.0,2013.0,
18851,Portugal,Solar,40.8557,-8.6404,2.2,2014.0,
18852,Portugal,Solar,37.4425,-7.7493,1.102,2014.0,
18853,Portugal,Solar,37.441,-7.753,1.102,2014.0,
18854,Portugal,Solar,37.4412,-7.753,1.0,2014.0,
18868,Portugal,Solar,38.0381,-8.1316,1.4,2009.0,
18871,Portugal,Solar,38.727,-8.62,13.3,,
18883,Portugal,Solar,37.5882,-7.8332,2.2,2008.0,
18885,Portugal,Solar,37.665,-8.192,46.0,,
18891,Portugal,Solar,38.5731,-8.956,1.6,2011.0,
18897,Portugal,Solar,32.7452,-17.1136,2.0,2012.0,
18928,Portugal,Solar,37.5619,-8.0701,6.0,2010.0,
18930,Portugal,Solar,33.0598,-16.3348,2.0,2010.0,
18938,Portugal,Solar,38.5108,-7.7787,1.1,2012.0,
18945,Portugal,Solar,38.5074,-7.8998,5.0,2015.0,
18946,Portugal,Solar,41.4101,-8.4151,2.4,2014.0,
18959,Portugal,Solar,38.8733,-9.1083,2.0,2014.0,
18961,Portugal,Solar,38.6453,-8.889,4.0,2014.0,
18967,Portugal,Solar,40.17,-8.5939,2.0,2014.0,
18970,Portugal,Solar,38.594,-9.1649,2.0,2014.0,
18971,Portugal,Solar,38.596,-9.1611,8.0,2014.0,
18972,Portugal,Solar,38.596,-9.1611,8.0,2014.0,
18983,Portugal,Solar,38.0299,-7.6229,11.0,2007.0,
19015,Portugal,Solar,37.1508,-7.9553,6.0,2014.0,
19016,Portugal,Solar,37.1508,-7.9553,4.0,2014.0,
19017,Portugal,Solar,37.365,-7.665,218.8,,
19029,Portugal,Solar,38.729,-8.595,11.1,,
19034,Portugal,Solar,38.8749,-9.1073,2.0,2013.0,
19056,Portugal,Solar,38.737,-9.3339,2.0,2014.0,
19057,Portugal,Solar,38.737,-9.3339,2.0,2014.0,
19064,Portugal,Solar,38.41,-8.42,7.2,,
19069,Portugal,Solar,38.13,-7.255,28.8,,
19107,Romania,Solar,44.96,25.918,27.0,,
19108,Romania,Solar,44.362,24.137,5.5,,
19109,Romania,Solar,44.927,26.144,5.0,,
19110,Romania,Solar,44.913,26.148,10.0,,
19111,Romania,Solar,44.936,26.091,9.0,,
19112,Romania,Solar,44.36,25.62,18.5,,
19113,Romania,Solar,44.677,25.88,7.1,,
19114,Romania,Solar,44.101,24.378,7.0,,
19115,Romania,Solar,46.9358,23.783,5.0,,
19116,Romania,Solar,46.881,23.783,6.0,,
19117,Romania,Solar,44.255,26.238,6.5,,
19118,Romania,Solar,44.255,26.238,5.0,,
19119,Romania,Solar,44.663,26.536,5.0,,
19120,Romania,Solar,45.3954,21.1997,6.0,,
19121,Romania,Solar,47.749,22.729,5.9,,
19122,Romania,Solar,44.897,27.82,10.0,,
19123,Romania,Solar,44.445,26.6325,7.4,,
19135,Romania,Solar,45.25,28.4831,8.8,,
19137,Romania,Solar,47.031,24.35,5.1,,
19138,Romania,Solar,44.4807,26.8104,4.3,,
19139,Romania,Solar,44.479,26.816,10.0,,
19140,Romania,Solar,45.395,27.672,5.5,,
19144,Romania,Solar,44.9469,26.0693,9.0,,
19145,Romania,Solar,44.22,23.683,10.0,,
19146,Romania,Solar,44.963,25.955,8.0,,
19148,Romania,Solar,46.428,22.108,15.0,,
19149,Romania,Solar,45.895,23.743,25.0,,
19150,Romania,Solar,43.876,25.888,45.0,,
19151,Romania,Solar,47.868,23.054,56.0,,
19152,Romania,Solar,43.903,25.87,5.5,,
19167,Romania,Solar,44.933,23.539,14.0,,
19168,Romania,Solar,45.706,24.693,55.0,,
19169,Romania,Solar,45.752,24.716,6.0,,
19170,Romania,Solar,44.714,26.596,22.6,,
19172,Romania,Solar,43.878,25.794,7.2,,
19174,Romania,Solar,44.357,23.859,14.0,,
19861,Slovakia,Solar,48.265,19.056,6.0,,
19873,Slovakia,Solar,48.347,19.62,18.0,,
844,Spain,Solar,37.65,-5.269,100.0,,
21960,United Kingdom,Solar,54.9638,-6.493,5.9,,
21961,United Kingdom,Solar,53.2062,-1.1968,4.965,,
21965,United Kingdom,Solar,51.8992,-4.8665,6.0,,
21967,United Kingdom,Solar,52.4193,-0.2366,9.0,,
21968,United Kingdom,Solar,51.3187,0.9029,5.3,,
21969,United Kingdom,Solar,51.1636,-1.5123,7.0,,
21970,United Kingdom,Solar,52.3787,-0.1982,24.66717,,
21971,United Kingdom,Solar,52.3726,-0.1943,3.9,,
21973,United Kingdom,Solar,51.7007,-3.9476,7.68222,,
21974,United Kingdom,Solar,52.1234,-4.5632,1.5,,
21986,United Kingdom,Solar,51.5238,-3.4252,4.0,,
21991,United Kingdom,Solar,52.4746,0.9501,5.0,,
21994,United Kingdom,Solar,52.4511,0.0379,1.2,,
21995,United Kingdom,Solar,52.6395,-2.2507,15.8,,
21997,United Kingdom,Solar,51.5002,-3.1181,1.5,,
21998,United Kingdom,Solar,55.8787,-3.6482,1.3,,
21999,United Kingdom,Solar,54.5485,-1.5739,1.2,,
22000,United Kingdom,Solar,53.2894,-3.0322,1.2,,
22001,United Kingdom,Solar,51.0576,-2.8652,5.0,,
22018,United Kingdom,Solar,51.5224,-2.5266,1.7,,
22021,United Kingdom,Solar,51.2112,-1.5364,5.0,,
22022,United Kingdom,Solar,50.3502,-4.2498,4.7,,
22035,United Kingdom,Solar,53.2479,-1.3464,8.0,,
22040,United Kingdom,Solar,54.0223,-2.8228,6.2,,
22044,United Kingdom,Solar,50.6711,-1.276,4.0,,
22046,United Kingdom,Solar,52.7832,-0.9359,3.8,,
22047,United Kingdom,Solar,52.7227,-1.4853,4.954,,
22048,United Kingdom,Solar,51.2557,-2.9041,6.8,,
22049,United Kingdom,Solar,53.6208,-1.1602,4.9737,,
22050,United Kingdom,Solar,54.778,-3.3241,19.0,,
22053,United Kingdom,Solar,52.4672,-2.3239,5.0,,
22054,United Kingdom,Solar,52.8817,-1.743,20.0,,
22055,United Kingdom,Solar,52.6131,-1.559,14.7,,
22066,United Kingdom,Solar,52.5757,1.389,7.3,,
22067,United Kingdom,Solar,53.1481,-1.387,5.0,,
22076,United Kingdom,Solar,51.77,-2.447,5.0,,
22077,United Kingdom,Solar,50.9319,-3.3459,5.0,,
22078,United Kingdom,Solar,51.5996,-1.7429,2.5,,
22079,United Kingdom,Solar,53.7709,-2.5782,2.0,,
22081,United Kingdom,Solar,51.3202,0.4816,4.5,,
22082,United Kingdom,Solar,51.7328,-1.1947,3.0,,
22085,United Kingdom,Solar,52.0486,0.9444,2.8,,
22090,United Kingdom,Solar,51.6094,-3.8295,5.0,,
22093,United Kingdom,Solar,51.0483,-1.8335,4.99928,,
22094,United Kingdom,Solar,50.7644,-0.7931,12.0,,
22098,United Kingdom,Solar,56.143,-3.712,5.0,,
22099,United Kingdom,Solar,54.5181,-6.0994,13.5,,
22100,United Kingdom,Solar,54.5132,-6.0883,7.0,,
22101,United Kingdom,Solar,50.3497,-4.037,8.7,,
22102,United Kingdom,Solar,54.5716,-5.5692,6.0,,
22103,United Kingdom,Solar,54.8839,-6.2536,13.0,,
22112,United Kingdom,Solar,54.9592,-6.5147,18.0,,
22113,United Kingdom,Solar,54.9985,-6.4404,25.0,,
22116,United Kingdom,Solar,51.1147,-0.9782,5.4,,
22120,United Kingdom,Solar,51.9392,1.1364,4.2,,
22121,United Kingdom,Solar,53.3564,-0.9954,4.0,,
22124,United Kingdom,Solar,52.6691,-2.1267,1.88496,,
22127,United Kingdom,Solar,51.1539,-4.174,4.61032,,
22128,United Kingdom,Solar,50.9461,-3.3141,1.2,,
22129,United Kingdom,Solar,54.1751,-1.4955,5.0,,
22130,United Kingdom,Solar,51.4721,0.4234,5.0,,
22131,United Kingdom,Solar,52.5614,-1.4184,5.0,,
22133,United Kingdom,Solar,52.0701,-0.0423,14.4,,
